0.01,1.5,0.4,-0.5,0.88,0.87275959
0.02,-1,0.5,0,0.7,0.1810911
0.03,0.5,0.25,0,0.98,0.07076617
0.04,1.5,0.4,-0.5,0.38,1.12292677
0.05,-0.5,0.5,-0.5,0.5,0.09734566
0.06,0,0.5,0.5,0.04,0.05203768
0.06,0,0.5,0.5,0.44,0.05203768
0.07,-1,0.5,0,0.78,0.70874423
0.08,0.5,0.25,0.5,0.92,0.07096419
0.09,1.5,0.45,-0.5,0.64,1.0071192
0.1,-0.5,0.55,0.5,0.84,0.01923308
0.11,1.5,0.4,0.5,0.96,0.59547093
0.12,0,0.6,0,0.16,0.0558149
0.12,0,0.6,0,0.68,0.0558149
0.13,1.5,0.55,0.5,0.46,0.90798494
0.14,-1,0.45,0,0.56,1.03714997
0.15,0.5,0.25,-0.5,0.06,0.07807275
0.16,1.5,0.5,0.5,0.9,1.1303371
0.17,-0.5,0.4,0,0.34,0.08818655
0.18,0,0.55,-0.5,0.76,0.06460543
0.18,0,0.55,-0.5,0.32,0.06460543
0.19,1.5,0.65,0,0.1,0.91482959
0.2,0.5,0.25,0,0.68,0.0981287
0.21,1.5,0.45,-0.5,0.64,1.12669094
0.22,-0.5,0.5,-0.5,0.48,0.12661793
0.23,0,0.45,0.5,0.44,0.01952142
0.24,-1,0.45,-0.5,0.22,1.36504481
0.25,0.5,0.25,0,0.14,0.10332641
0.26,1.5,0.55,0,0.68,1.022637
0.27,-0.5,0.45,0,0.2,0.03898757
0.28,0,0.5,-0.5,0.06,0.02918359
0.28,0,0.5,-0.5,0.6,0.02918359
0.29,1.5,0.45,0,0.26,1.37254046
0.3,-1,0.55,0.5,0.36,1.27326018
0.31,0.5,0.25,-0.5,0.76,0.11651901
0.32,1.5,0.45,0.5,0.96,1.16282975
0.33,-0.5,0.6,0.5,0.9,0.0525766
0.34,0,0.6,0.5,0.04,0.03229838
0.34,0,0.6,0,0.16,0.03229838
0.35,1.5,0.55,0,0.4,0.88973034
0.36,-1,0.6,0.5,0.84,0.58050597
0.37,0.5,0.25,0.5,0.18,0.13435646
0.38,1.5,0.35,-0.5,0.74,1.2105061
0.39,-0.5,0.4,-0.5,0.6,0.08140097
0.4,0,0.55,0.5,0.46,0.08646122
0.4,0,0.55,0,0.08,0.08646122
0.41,1.5,0.45,-0.5,0.02,1.05809434
0.42,0.5,0.25,0,0.8,0.0814805
0.43,1.5,0.35,0,0.28,2.14445422
0.44,-1,0.55,0,0.08,1.21213428
0.45,-0.5,0.6,0,0.98,0.07478803
0.46,0,0.6,-0.5,0.64,0.06723671
0.46,0,0.6,0.5,0.42,0.06723671
0.47,-1,0.6,0.5,0.9,0.97404795
0.48,0.5,0.25,-0.5,1,0.10508222
0.49,1.5,0.45,0,0.78,1.21339965
0.5,-0.5,0.45,0.5,0.42,0.10047043
0.51,1.5,0.3,0.5,0.04,1.0335154
0.52,0,0.55,0,0.98,0.05365627
0.52,0,0.55,-0.5,0.54,0.05365627
0.53,0.5,0.25,0.5,0.12,0.11521053
0.54,-1,0.4,0,0.62,0.44328965
0.55,-0.5,0.35,-0.5,0.54,0.06012133
0.56,1.5,0.3,-0.5,0.52,0.9666217
0.57,0,0.35,0.5,0.66,1.72516686
0.57,0,0.35,0,0.56,1.72516686
0.58,1.5,0.45,-0.5,0.02,0.31664712
0.59,-1,0.4,0.5,0.82,0.65656632
0.6,1,0.25,0,0.94,0.00762691
0.61,1.5,0.4,0.5,0.44,1.28194797
0.62,-0.5,0.4,0,0.7,0.04046898
0.63,0,0.4,-0.5,0.72,1.18750049
0.63,0,0.4,0.5,0.36,1.18750049
0.64,-1,0.4,-0.5,0.48,0.47854622
0.65,1.5,0.4,0,0.1,0.60208317
0.66,1,0.25,-0.5,0.5,0.01833513
0.67,0,0.35,0,0.26,1.9641003
0.67,0,0.35,-0.5,0.38,1.9641003
0.68,1.5,0.4,0,0.16,0.63991222
0.69,-0.5,0.35,0.5,0.18,0.06872057
0.7,1.5,0.5,-0.5,0.22,1.72610267
0.71,-1,0.55,0,0.34,0.5632976
0.72,-1,0.35,-0.5,0.58,0.75681451
0.73,1,0.2,0.5,0.24,0.01448537
0.74,1.5,0.45,0,0.14,1.43977558
0.75,0,0.65,0.5,0.96,2.64536467
0.75,0,0.65,0,0.7,2.64536467
0.76,1.5,0.5,0.5,0.3,1.12067458
0.77,-1,0.45,-0.5,0.88,1.09055637
0.78,0,0.65,-0.5,0.5,3.19810437
0.78,0,0.65,0,0.2,3.19810437
0.79,1,0.2,0,0.98,0.0240722
0.8,-0.5,0.4,0.5,0.86,0.07796342
0.81,1.5,0.5,0.5,0.92,2.44698502
0.82,0,0.65,0.5,0.12,2.43828941
0.82,0,0.65,-0.5,0.52,2.43828941
0.83,1.5,0.4,-0.5,0.32,1.85138833
0.84,-1,0.35,0.5,0.04,1.4803323
0.84,-1,0.35,0,0.14,1.4803323
0.84,-1,0.35,-0.5,0.72,1.4803323
0.85,1.5,0.3,0.5,0.42,1.96688834
0.86,-0.5,0.4,-0.5,0.06,0.15382195
0.87,1,0.2,-0.5,0.6,0.02525521
0.88,-1,0.6,0.5,0.18,0.97357342
0.89,1.5,0.4,0,0.68,2.54013259
0.9,0,0.55,0.5,0.9,2.41548818
